acc,taxid,organism,clade,taxon,slen
PX744166.1,3695077,"UNVERIFIED: Chonemorpha splendens voucher CPG66078 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744165.1,3695096,"UNVERIFIED: Dregea yunnanensis voucher CPG61911 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744164.1,3036756,"UNVERIFIED: Melodinus tenuicaudatus voucher CPG61686 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744163.1,582711,"UNVERIFIED: Alyxia sinensis voucher CPG42608 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744162.1,3036755,"UNVERIFIED: Kopsia hainanensis voucher CPG42323 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1455
PX744161.1,2563732,"UNVERIFIED: Hoya liangii voucher CPG42304 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744160.1,2072782,"UNVERIFIED: Vincetoxicum sui voucher CPG24815 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744159.1,765270,"UNVERIFIED: Cynanchum otophyllum voucher CPG15846 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744158.1,403116,"UNVERIFIED: Secamone elliptica voucher CPG11227 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744157.1,2306250,"UNVERIFIED: Cynanchum hemsleyanum voucher CPG08301 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744156.1,3477559,"UNVERIFIED: Gentiana rubicunda subsp. filisepala voucher CPG61898 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1464
PX744155.1,3695130,"UNVERIFIED: Gentiana flavomaculata subsp. tatakensis voucher CPG24914 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1464
PX744154.1,1608365,"UNVERIFIED: Tripterospermum discoideum voucher CPG23289 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1452
PX744153.1,3695129,"UNVERIFIED: Gentiana aquatica var. bomiensis voucher CPG15416 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1464
PX744152.1,1892667,"UNVERIFIED: Gentiana itzershanensis voucher CPG10237 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1464
PX744151.1,1169732,"UNVERIFIED: Gentiana scabrida voucher CPG09898 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1464
PX744150.1,1169730,"UNVERIFIED: Gentiana arisanensis voucher CPG09826 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1464
PX744149.1,2163408,"UNVERIFIED: Microphysa elongata voucher CPG73032 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744148.1,3695191,"UNVERIFIED: Pavetta scabrifolia voucher CPG62337 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1431
PX744147.1,3695186,"UNVERIFIED: Ophiorrhiza alatiflora voucher CPG62209 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1455
PX744146.1,3695128,"UNVERIFIED: Gardenia hainanensis voucher CPG61805 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1464
PX744145.1,1340048,"UNVERIFIED: Psychotria hainanensis voucher CPG61802 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1443
PX744144.1,3695156,"UNVERIFIED: Lasianthus calycinus voucher CPG61792 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744143.1,1133504,"UNVERIFIED: Hedyotis paridifolia voucher CPG42798 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744142.1,1133437,"UNVERIFIED: Hedyotis cathayana voucher CPG42795 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744141.1,3695076,"UNVERIFIED: Ceriscoides howii voucher CPG42793 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744140.1,1133434,"UNVERIFIED: Dimetia ampliflora voucher CPG42769 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744139.1,3049986,"UNVERIFIED: Argostemma discolor voucher CPG42482 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1452
PX744138.1,3695065,"UNVERIFIED: Canthium hainanense voucher CPG42346 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744137.1,3695217,"UNVERIFIED: Ophiorrhiza qinii voucher CPG42315 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1455
PX744136.1,1514976,"UNVERIFIED: Mycetia hirta voucher CPG42279 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1422
PX744135.1,1514980,"UNVERIFIED: Wendlandia merrilliana voucher CPG42275 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744134.1,161425,"UNVERIFIED: Dentella repens voucher CPG42060 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744133.1,2803530,"UNVERIFIED: Rubia linii voucher CPG21947 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744132.1,2798897,"UNVERIFIED: Hedyotis matthewii voucher CPG21898 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744131.1,1756979,"UNVERIFIED: Gynochthodes nanlingensis voucher CPG18554 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1446
PX744130.1,2163367,"UNVERIFIED: Galium baldensiforme voucher CPG15971 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744129.1,2175827,"UNVERIFIED: Leptodermis purdomii voucher CPG15322 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744128.1,2992292,"UNVERIFIED: Rubia salicifolia voucher CPG14697 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744127.1,3695204,"UNVERIFIED: Rubia tenuissima voucher CPG14498 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744126.1,3695203,"UNVERIFIED: Rubia latipetala voucher CPG14113 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744125.1,2163401,"UNVERIFIED: Galium sungpanense voucher CPG05950 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744124.1,2699811,"UNVERIFIED: Nothapodytes obscura voucher CPG64992 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744123.1,2699807,"UNVERIFIED: Iodes seguinii voucher CPG62165 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744122.1,2133764,"UNVERIFIED: Nothapodytes pittosporoides voucher CPG04781 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744121.1,3695200,"UNVERIFIED: Rhododendron declivatum voucher CPG65293 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744120.1,3695038,"UNVERIFIED: Agapetes marginata voucher CPG64015 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744119.1,2800049,"UNVERIFIED: Rhododendron flumineum voucher CPG62180 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744118.1,488668,"UNVERIFIED: Rhododendron hainanense voucher CPG42363 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744117.1,1633937,"UNVERIFIED: Vaccinium duclouxii voucher CPG27845 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744116.1,3695230,"UNVERIFIED: Vaccinium rubescens voucher CPG27685 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744115.1,3695228,"UNVERIFIED: Vaccinium fimbricalyx voucher CPG21838 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744114.1,3695229,"UNVERIFIED: Vaccinium pseudobullatum voucher CPG18127 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744113.1,3695199,"UNVERIFIED: Rhododendron calvescens voucher CPG15689 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744112.1,2839635,"UNVERIFIED: Rhododendron capitatum voucher CPG08169 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744111.1,2946345,"UNVERIFIED: Enkianthus serrulatus voucher CPG05710 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744110.1,182146,"UNVERIFIED: Rhododendron bachii voucher CPG02909 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744109.1,3050847,"UNVERIFIED: Clethra kaipoensis voucher CPG18517 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744108.1,3695081,"UNVERIFIED: Clethra bodinieri voucher CPG02816 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744107.1,2945523,"UNVERIFIED: Styrax hainanensis voucher CPG42371 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744106.1,251574,"UNVERIFIED: Symplocos euryoides voucher CPG42480 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744105.1,251593,"UNVERIFIED: Symplocos ovatilobata voucher CPG42266 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744104.1,3695220,"UNVERIFIED: Symplocos hainanensis voucher CPG00743 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744103.1,3695063,"UNVERIFIED: Camellia candida voucher CPG61615 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744102.1,182315,"UNVERIFIED: Polyspora hainanensis voucher CPG42569 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744101.1,3695064,"UNVERIFIED: Camellia parviflora voucher CPG42341 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744100.1,587397,"UNVERIFIED: Ardisia brevicaulis voucher CPG44215 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744099.1,3695043,"UNVERIFIED: Ardisia retroflexa voucher CPG42456 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744098.1,2305111,"UNVERIFIED: Ardisia porifera voucher CPG42426 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744097.1,1200279,"UNVERIFIED: Ardisia ordinata voucher CPG42355 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744096.1,587399,"UNVERIFIED: Ardisia densilepidotula voucher CPG42349 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744095.1,265244,"UNVERIFIED: Androsace bisulca voucher CPG15278 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744094.1,2071595,"UNVERIFIED: Androsace graminifolia voucher CPG15267 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744093.1,1271607,"UNVERIFIED: Primula russeola voucher CPG14585 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744092.1,3458792,"UNVERIFIED: Primula pauliana voucher CPG14294 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744091.1,3695176,"UNVERIFIED: Lysimachia platypetala voucher CPG14197 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744090.1,3458783,"UNVERIFIED: Primula falcifolia voucher CPG10593 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744089.1,3043452,"UNVERIFIED: Primula sinuata voucher CPG10592 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744088.1,571923,"UNVERIFIED: Lysimachia stenosepala voucher CPG04027 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744087.1,1938265,"UNVERIFIED: Diospyros hainanensis voucher CPG42723 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744086.1,1938266,"UNVERIFIED: Diospyros howii voucher CPG42660 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744085.1,1938269,"UNVERIFIED: Diospyros maclurei voucher CPG42442 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744084.1,1938282,"UNVERIFIED: Diospyros vaccinioides voucher CPG42430 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744083.1,362713,"UNVERIFIED: Madhuca hainanensis voucher CPG42602 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744082.1,3137266,"UNVERIFIED: Xantolis longispinosa voucher CPG42350 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744081.1,3122341,"UNVERIFIED: Diploknema yunnanensis voucher CPG26183 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744080.1,3695126,"UNVERIFIED: Eurya ovatifolia voucher CPG61761 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1416
PX744079.1,1007881,"UNVERIFIED: Eurya saxicola voucher CPG44022 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744078.1,3695127,"UNVERIFIED: Eurya pentagyna voucher CPG42770 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744077.1,2021135,"UNVERIFIED: Adinandra angustifolia voucher CPG42452 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744076.1,3695037,"UNVERIFIED: Adinandra howii voucher CPG42369 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744075.1,296881,"UNVERIFIED: Eurya glaberrima voucher CPG22163 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744074.1,296878,"UNVERIFIED: Eurya crenatifolia voucher CPG22009 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744073.1,296893,"UNVERIFIED: Eurya rengechiensis voucher CPG09793 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744072.1,3695224,"UNVERIFIED: Ternstroemia insignis voucher CPG06520 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744071.1,1007878,"UNVERIFIED: Eurya brevistyla voucher CPG04075 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744070.1,2306227,"UNVERIFIED: Impatiens potaninii voucher CPG65334 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744069.1,3695137,"UNVERIFIED: Impatiens hainanensis voucher CPG42310 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744068.1,2683082,"UNVERIFIED: Impatiens compta voucher CPG25873 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744067.1,3103981,"UNVERIFIED: Impatiens dicentra voucher CPG02891 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744066.1,3090621,"UNVERIFIED: Hydrangea mangshanensis voucher CPG18868 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744065.1,3105874,"UNVERIFIED: Philadelphus henryi voucher CPG14195 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744064.1,604165,"UNVERIFIED: Hydrangea ampla voucher CPG04057 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744063.1,3695082,"UNVERIFIED: Commicarpus lantsangensis voucher CPG64169 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1437
PX744062.1,2547674,"UNVERIFIED: Phytolacca polyandra voucher CPG61895 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1437
PX744061.1,2547673,"UNVERIFIED: Phytolacca japonica voucher CPG44224 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1437
PX744060.1,3048048,"UNVERIFIED: Arthrophytum longibracteatum voucher CPG73146 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744059.1,3463620,"UNVERIFIED: Trichuriella monsoniae voucher CPG41955 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744058.1,570847,"UNVERIFIED: Silene tatarinowii voucher CPG65346 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744057.1,2593774,"UNVERIFIED: Adenonema cherleriae voucher CPG63681 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1416
PX744056.1,3695133,"UNVERIFIED: Gypsophila tschiliensis voucher CPG25735 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1425
PX744055.1,2604644,"UNVERIFIED: Arenaria ischnophylla voucher CPG15354 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744054.1,3025625,"UNVERIFIED: Silene phoenicodonta voucher CPG14803 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744053.1,271566,"UNVERIFIED: Cerastium szechuense voucher CPG14586 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744052.1,2593777,"UNVERIFIED: Nubelaria wushanensis voucher CPG05061 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1407
PX744051.1,2588209,"UNVERIFIED: Stellaria omeiensis voucher CPG02595 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744050.1,2306256,"UNVERIFIED: Polygonum pinetorum voucher CPG61850 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744049.1,262213,"UNVERIFIED: Tamarix austromongolica voucher CPG65203 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744048.1,3695225,"UNVERIFIED: Thesium cathaicum voucher CPG25554 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744047.1,142764,"UNVERIFIED: Buckleya henryi voucher CPG08265 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744046.1,208923,"UNVERIFIED: Draba ladyginii voucher CPG63688 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1440
PX744045.1,3695069,"UNVERIFIED: Cardamine multiflora voucher CPG61838 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744044.1,3109614,"UNVERIFIED: Cardamine scaposa voucher CPG60084 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744043.1,3461345,"UNVERIFIED: Erysimum macilentum voucher CPG60024 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1434
PX744042.1,3695095,"UNVERIFIED: Draba sekiyana voucher CPG24912 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1440
PX744041.1,208906,"UNVERIFIED: Draba amplexicaulis voucher CPG14623 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1440
PX744040.1,2803374,"UNVERIFIED: Barbarea taiwaniana voucher CPG10259 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1413
PX744039.1,2291106,"UNVERIFIED: Cardamine engleriana voucher CPG02757 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744038.1,3695068,"UNVERIFIED: Capparis pubifolia voucher CPG62082 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744037.1,3695066,"UNVERIFIED: Capparis dasyphylla voucher CPG42447 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1446
PX744036.1,3695067,"UNVERIFIED: Capparis fohaiensis voucher CPG09581 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1428
PX744035.1,3039610,"UNVERIFIED: Daphne holosericea voucher CPG64178 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744034.1,2291177,"UNVERIFIED: Wikstroemia ligustrina voucher CPG63530 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
PX744033.1,3695233,"UNVERIFIED: Wikstroemia liangii voucher CPG42789 rbcL gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1449
