acc,taxid,slen,organelle_class
NC_006919.1,221869,16736,mitochondrion
NC_006921.2,106881,16446,mitochondrion
NC_006922.1,103695,16751,mitochondrion
NC_006924.1,27675,16543,mitochondrion
NC_006925.1,94961,16784,mitochondrion
NC_006926.1,33556,16421,mitochondrion
NC_006927.1,9773,16398,mitochondrion
NC_006928.1,255365,16408,mitochondrion
NC_006929.1,9768,16410,mitochondrion
NC_006930.1,160595,16385,mitochondrion
NC_006931.1,302098,16386,mitochondrion
NC_006971.1,273372,24152,mitochondrion
NC_006972.1,273371,22528,mitochondrion
NC_006973.1,223998,16543,mitochondrion
NC_006990.1,36754,18020,mitochondrion
NC_006991.1,233783,19565,mitochondrion
NC_006992.1,95602,16354,mitochondrion
NC_007006.1,37036,16701,mitochondrion
NC_007007.1,37040,17573,mitochondrion
NC_007009.1,9534,16389,mitochondrion
NC_007010.1,27405,15968,mitochondrion
NC_007011.1,8853,16760,mitochondrion
NC_007012.1,113540,16651,mitochondrion
NC_007102.1,75445,16078,mitochondrion
NC_007144.1,3659,155293,photosynthetic plastid
NC_007172.2,54026,18967,mitochondrion
NC_007173.1,432798,16972,mitochondrion
NC_007174.1,37064,16414,mitochondrion
NC_007177.1,279272,16779,mitochondrion
NC_007178.1,210202,21359,mitochondrion
NC_007214.1,296598,15785,mitochondrion
NC_007224.1,48500,16138,mitochondrion
NC_007225.1,48499,16137,mitochondrion
NC_007226.1,48498,16138,mitochondrion
NC_007227.1,81907,16698,mitochondrion
NC_007228.1,261076,16448,mitochondrion
NC_007229.1,143401,16553,mitochondrion
NC_007230.1,195321,17514,mitochondrion
NC_007231.1,8127,16641,mitochondrion
NC_007232.1,5850,5957,mitochondrion
NC_007233.1,5859,5990,mitochondrion
NC_007234.1,6577,32115,mitochondrion
NC_007238.1,9034,16783,mitochondrion
NC_007239.1,9032,16841,mitochondrion
NC_007240.1,9033,16841,mitochondrion
NC_007243.1,126793,5990,mitochondrion
NC_007288.1,2903,105309,photosynthetic plastid
NC_007379.1,290333,18197,mitochondrion
NC_007393.1,9407,16706,mitochondrion
NC_007394.1,34391,30910,mitochondrion
NC_007395.1,8058,16569,mitochondrion
NC_007396.1,8056,16585,mitochondrion
NC_007397.1,8769,17388,mitochondrion
NC_007398.1,8574,18905,mitochondrion
NC_007399.1,51751,17245,mitochondrion
NC_007400.1,46287,17604,mitochondrion
NC_007401.1,186578,17499,mitochondrion
NC_007402.1,196253,18872,mitochondrion
NC_007403.1,283373,16528,mitochondrion
NC_007405.1,35128,43827,mitochondrion
NC_007407.1,4465,153821,photosynthetic plastid
NC_007438.1,10224,17037,mitochondrion
NC_007439.1,8187,16535,mitochondrion
NC_007440.2,120496,18293,mitochondrion
NC_007441.1,59538,16498,mitochondrion
NC_007442.1,85123,16279,mitochondrion
NC_007443.1,344752,16325,mitochondrion
NC_007444.1,84350,15828,mitochondrion
NC_007445.1,5061,31103,mitochondrion
NC_007446.1,166789,16298,mitochondrion
NC_007499.1,308872,148964,photosynthetic plastid
NC_007500.1,4096,155941,photosynthetic plastid
NC_007578.1,4236,152765,photosynthetic plastid
NC_007596.2,37349,16770,mitochondrion
NC_007597.1,5068,33656,mitochondrion
NC_007598.1,214438,17667,mitochondrion
NC_007599.1,307441,17977,mitochondrion
NC_007600.1,299467,13731,mitochondrion
NC_007601.1,299468,13698,mitochondrion
NC_007602.1,4098,155745,photosynthetic plastid
NC_007627.1,36310,16435,mitochondrion
NC_007628.1,43455,16779,mitochondrion
NC_007629.1,118797,16392,mitochondrion
NC_007630.1,9280,17159,mitochondrion
NC_007631.1,9301,17363,mitochondrion
NC_007683.1,49266,36392,mitochondrion
NC_007684.1,62313,39049,mitochondrion
NC_007685.1,2876,31617,mitochondrion
NC_007687.1,6551,18652,mitochondrion
NC_007688.1,50562,15698,mitochondrion
NC_007689.1,710152,15966,mitochondrion
NC_007690.1,329963,15892,mitochondrion
NC_007691.1,110926,16728,mitochondrion
NC_007692.1,86975,19278,mitochondrion
NC_007693.1,260614,16455,mitochondrion
NC_007694.1,569598,19403,mitochondrion
NC_007695.1,74920,16788,mitochondrion
NC_007696.1,260613,16952,mitochondrion
NC_007697.1,101699,17093,mitochondrion
NC_007698.1,101701,19438,mitochondrion
NC_007699.1,101700,17670,mitochondrion
NC_007700.1,286009,19202,mitochondrion
NC_007701.1,253126,15500,mitochondrion
NC_007702.1,267124,16055,mitochondrion
NC_007703.1,9870,16362,mitochondrion
NC_007758.1,333668,39579,apicoplast (rbcL-less)
NC_007780.1,29833,18844,mitochondrion
NC_007781.1,1934733,15263,mitochondrion
NC_007782.1,225159,26835,mitochondrion
NC_007783.2,354116,16566,mitochondrion
NC_007784.2,354114,16608,mitochondrion
NC_007785.2,328524,16612,mitochondrion
NC_007786.2,351240,16605,mitochondrion
NC_007787.2,361072,57820,mitochondrion
NC_007788.1,133434,16234,mitochondrion
NC_007789.1,339859,16254,mitochondrion
NC_007882.1,299324,16428,mitochondrion
NC_007883.1,47692,17839,mitochondrion
NC_007885.1,339858,16817,mitochondrion
NC_007887.1,215407,16478,mitochondrion
NC_007888.1,111290,22874,mitochondrion
NC_007889.1,299321,17156,mitochondrion
NC_007890.1,299323,16867,mitochondrion
NC_007891.1,299325,16619,mitochondrion
NC_007892.1,169291,16511,mitochondrion
NC_007893.1,6625,20093,mitochondrion
NC_007894.1,34570,16631,mitochondrion
NC_007895.1,6610,16163,mitochondrion
NC_007896.1,515817,15979,mitochondrion
NC_007897.1,59729,16853,mitochondrion
NC_007898.3,4081,155461,photosynthetic plastid
NC_007911.1,320579,16202,mitochondrion
NC_007932.1,2788,191952,photosynthetic plastid
NC_007933.1,195264,15558,mitochondrion
NC_007934.1,6269,13916,mitochondrion
NC_007936.1,10029,16284,mitochondrion
NC_007937.1,255217,16404,mitochondrion
NC_007938.1,9769,16409,mitochondrion
NC_007939.1,82366,17273,mitochondrion
NC_007942.1,3847,152218,photosynthetic plastid
NC_007943.1,147425,155371,photosynthetic plastid
NC_007944.1,3635,160301,photosynthetic plastid
NC_007945.1,3218,105340,mitochondrion
NC_007957.1,29760,160928,photosynthetic plastid
NC_007970.1,55544,19043,mitochondrion
NC_007975.1,183540,17171,mitochondrion
NC_007976.1,334015,15314,mitochondrion
NC_007977.1,4232,151104,photosynthetic plastid
NC_007978.1,28708,16730,mitochondrion
NC_007979.1,57073,17777,mitochondrion
NC_007980.1,34576,16258,mitochondrion
NC_007982.1,381124,569630,mitochondrion
NC_008046.1,382538,20013,mitochondrion
NC_008047.1,3313489,18030,mitochondrion
NC_008063.1,2740835,14436,mitochondrion
NC_008064.1,537919,16283,mitochondrion
NC_008065.1,330728,16220,mitochondrion
NC_008066.1,60711,16550,mitochondrion
NC_008067.1,6189,16901,mitochondrion
NC_008068.1,5530,24673,mitochondrion
NC_008069.1,373177,15075,mitochondrion
NC_008071.1,386609,20908,mitochondrion
NC_008072.1,386610,20912,mitochondrion
NC_008073.1,86543,18632,mitochondrion
NC_008074.1,6185,15003,mitochondrion
NC_008076.1,244216,16401,mitochondrion
NC_008077.1,156987,16379,mitochondrion
NC_008078.1,156992,16376,mitochondrion
NC_008079.1,113391,16428,mitochondrion
NC_008080.1,288317,16394,mitochondrion
NC_008081.1,245147,16380,mitochondrion
NC_008082.1,288315,16338,mitochondrion
NC_008083.1,156988,16390,mitochondrion
NC_008084.1,284022,16394,mitochondrion
NC_008085.1,156989,16379,mitochondrion
NC_008088.1,288313,16408,mitochondrion
NC_008089.1,113382,16456,mitochondrion
NC_008090.1,3372742,16383,mitochondrion
NC_008091.1,324348,16374,mitochondrion
NC_008093.1,9614,16724,mitochondrion
NC_008097.1,55564,184933,photosynthetic plastid
NC_008098.1,3246529,15380,mitochondrion
NC_008099.1,51324,151933,photosynthetic plastid
NC_008100.1,145475,37454,photosynthetic plastid
NC_008101.1,3088,161452,photosynthetic plastid
NC_008102.1,61318,16654,mitochondrion
NC_008103.1,13477,16545,mitochondrion
NC_008104.1,34771,16328,mitochondrion
NC_008105.1,71757,16595,mitochondrion
NC_008107.1,336262,16704,mitochondrion
NC_008108.1,77803,16601,mitochondrion
NC_008109.1,13679,16548,mitochondrion
NC_008110.1,28795,16711,mitochondrion
NC_008111.1,163822,16602,mitochondrion
NC_008112.1,71759,16884,mitochondrion
NC_008113.1,154819,16627,mitochondrion
NC_008114.1,160070,195867,photosynthetic plastid
NC_008115.1,71271,160286,photosynthetic plastid
NC_008116.1,102822,157089,photosynthetic plastid
NC_008117.1,35869,165372,photosynthetic plastid
NC_008123.1,181399,16090,mitochondrion
NC_008125.1,292417,15879,mitochondrion
NC_008126.1,181431,16120,mitochondrion
NC_008127.1,88682,16070,mitochondrion
NC_008128.1,181433,15980,mitochondrion
NC_008129.1,181459,15974,mitochondrion
NC_008130.1,181476,17487,mitochondrion
NC_008131.1,7917,16262,mitochondrion
NC_008132.1,128390,16732,mitochondrion
NC_008133.1,38626,16357,mitochondrion
NC_008134.1,38616,16058,mitochondrion
NC_008135.1,34899,16103,mitochondrion
NC_008136.1,65632,16889,mitochondrion
NC_008137.1,175809,15318,mitochondrion
NC_008138.1,79626,16930,mitochondrion
NC_008139.1,85097,15574,mitochondrion
NC_008140.1,345573,16134,mitochondrion
NC_008141.1,85585,15680,mitochondrion
NC_008142.1,8501,16830,mitochondrion
NC_008143.1,8502,16916,mitochondrion
NC_008144.1,61616,17384,mitochondrion
NC_008145.1,38614,16775,mitochondrion
NC_008151.3,10228,43079,mitochondrion
NC_008156.1,202257,16510,mitochondrion
NC_008157.1,1499518,18733,mitochondrion
NC_008158.1,386104,20093,mitochondrion
NC_008159.1,165100,21376,mitochondrion
NC_008160.1,367765,18735,mitochondrion
NC_008161.1,388629,14853,mitochondrion
NC_008162.1,242718,16906,mitochondrion
NC_008163.1,214982,17245,mitochondrion
NC_008164.1,388630,16389,mitochondrion
NC_008165.1,367766,18315,mitochondrion
NC_008166.1,104760,18648,mitochondrion
NC_008167.1,214988,19387,mitochondrion
NC_008192.1,97271,13026,mitochondrion
NC_008215.1,88029,16532,mitochondrion
NC_008216.1,43780,16570,mitochondrion
NC_008217.1,78451,16543,mitochondrion
NC_008218.1,61622,16549,mitochondrion
NC_008219.1,164648,16595,mitochondrion
NC_008220.1,54133,15467,mitochondrion
NC_008221.1,217634,15774,mitochondrion
NC_008222.1,332421,17596,mitochondrion
NC_008223.1,332423,16550,mitochondrion
NC_008224.1,241836,16677,mitochondrion
NC_008225.1,332670,17230,mitochondrion
NC_008231.1,390897,16561,mitochondrion
NC_008232.1,329969,16531,mitochondrion
NC_008233.1,383857,14965,mitochondrion
NC_008234.1,383858,14974,mitochondrion
NC_008235.1,43335,156505,photosynthetic plastid
NC_008239.1,31312,45223,mitochondrion
NC_008240.1,41882,42424,mitochondrion
NC_008241.1,94835,17185,mitochondrion
NC_008256.1,51324,56761,mitochondrion
NC_008279.1,111598,6014,mitochondrion
NC_008280.1,175798,16539,mitochondrion
NC_008288.1,5849,6003,mitochondrion
NC_008289.1,70448,71666,photosynthetic plastid
NC_008290.1,70448,44237,mitochondrion
NC_008324.1,143612,16599,mitochondrion
NC_008325.1,4039,155911,photosynthetic plastid
NC_008326.1,3415,159886,photosynthetic plastid
NC_008327.1,28829,16659,mitochondrion
NC_008328.1,340657,17156,mitochondrion
NC_008331.1,4580,570354,mitochondrion
NC_008333.1,15945,539368,mitochondrion
NC_008334.1,2711,160129,photosynthetic plastid
NC_008335.1,4403,161791,photosynthetic plastid
NC_008336.1,41776,156599,photosynthetic plastid
NC_008337.1,5901,47691,mitochondrion
NC_008338.1,5905,47496,mitochondrion
NC_008339.1,5907,46990,mitochondrion
NC_008359.1,248361,158484,photosynthetic plastid
NC_008360.1,4558,468628,mitochondrion
NC_008362.1,4563,704100,mitochondrion
NC_008368.1,5270,56814,mitochondrion
NC_008372.1,55999,223902,photosynthetic plastid
NC_008407.1,126431,165121,photosynthetic plastid
NC_008408.1,227086,69166,photosynthetic plastid
NC_008410.1,30331,17277,mitochondrion
NC_008411.1,359504,18398,mitochondrion
NC_008413.1,373956,16065,mitochondrion
NC_008414.3,399782,16505,mitochondrion
NC_008415.3,34884,16668,mitochondrion
NC_008416.1,9704,16677,mitochondrion
NC_008417.1,37191,16652,mitochondrion
NC_008418.1,34888,16722,mitochondrion
NC_008419.1,161930,16736,mitochondrion
NC_008420.1,161921,16571,mitochondrion
NC_008421.1,29088,16754,mitochondrion
NC_008422.1,9715,16970,mitochondrion
NC_008423.1,101849,16759,mitochondrion
NC_008424.1,9713,16603,mitochondrion
NC_008425.1,29086,16602,mitochondrion
NC_008426.1,39304,16705,mitochondrion
NC_008427.1,39293,16952,mitochondrion
NC_008428.1,39088,16694,mitochondrion
NC_008429.1,39089,16551,mitochondrion
NC_008430.1,39090,16701,mitochondrion
NC_008431.1,693431,16737,mitochondrion
NC_008432.1,9719,16773,mitochondrion
NC_008433.1,9718,16754,mitochondrion
NC_008434.1,9627,16813,mitochondrion
NC_008446.1,6145,16937,mitochondrion
NC_008447.1,65634,16866,mitochondrion
NC_008448.1,89574,19017,mitochondrion
NC_008449.1,160734,16714,mitochondrion
NC_008450.1,61452,16844,mitochondrion
NC_008452.1,385555,16104,mitochondrion
NC_008453.1,388540,14637,mitochondrion
NC_008454.1,4031,217942,photosynthetic plastid
NC_008455.1,8238,16527,mitochondrion
NC_008456.1,224735,160604,photosynthetic plastid
NC_008457.1,398741,160624,photosynthetic plastid
NC_008461.1,98923,17588,mitochondrion
NC_008534.1,37862,18128,mitochondrion
NC_008535.1,13443,155189,photosynthetic plastid
NC_008540.1,8895,17037,mitochondrion
NC_008546.1,51359,16832,mitochondrion
NC_008547.1,56350,17507,mitochondrion
NC_008548.1,56335,17344,mitochondrion
NC_008549.1,390975,18736,mitochondrion
NC_008550.1,56262,17864,mitochondrion
NC_008551.1,390973,17511,mitochondrion
NC_008556.1,242395,15234,mitochondrion
NC_008557.1,37621,14919,mitochondrion
NC_008572.1,136195,14681,mitochondrion
NC_008588.1,2850,117369,photosynthetic plastid
NC_008589.1,35128,128814,photosynthetic plastid
NC_008591.1,63632,136584,photosynthetic plastid
NC_008615.1,8023,16658,mitochondrion
NC_008616.1,255644,16640,mitochondrion
NC_008640.1,13658,26194,mitochondrion
NC_008641.1,3634,160317,photosynthetic plastid
NC_008642.1,80800,16674,mitochondrion
NC_008643.1,28791,16706,mitochondrion
NC_008644.1,80793,16681,mitochondrion
NC_008645.1,154813,16626,mitochondrion
NC_008646.1,28800,16583,mitochondrion
NC_008647.1,7971,16625,mitochondrion
NC_008648.1,27717,16612,mitochondrion
NC_008649.1,332172,16604,mitochondrion
NC_008650.1,140595,16606,mitochondrion
NC_008652.1,39568,16613,mitochondrion
NC_008653.1,327405,16616,mitochondrion
NC_008654.1,40830,16600,mitochondrion
NC_008655.1,381606,16580,mitochondrion
NC_008656.1,352451,16603,mitochondrion
NC_008657.1,198507,16604,mitochondrion
NC_008658.1,205135,17302,mitochondrion
NC_008659.1,54556,16605,mitochondrion
NC_008660.1,353259,17029,mitochondrion
NC_008661.1,75348,16682,mitochondrion
NC_008662.1,27704,16607,mitochondrion
NC_008663.1,317925,16610,mitochondrion
NC_008664.1,90753,16600,mitochondrion
NC_008665.1,90751,16601,mitochondrion
NC_008666.1,1913189,16417,mitochondrion
NC_008667.1,180933,16620,mitochondrion
NC_008668.1,80789,16778,mitochondrion
NC_008669.1,357281,16600,mitochondrion
NC_008670.1,357282,16617,mitochondrion
NC_008671.1,322131,16937,mitochondrion
NC_008672.1,154816,16609,mitochondrion
NC_008673.1,1590170,16580,mitochondrion
NC_008674.1,154821,16637,mitochondrion
NC_008675.1,357285,16602,mitochondrion
NC_008676.1,61316,16625,mitochondrion
NC_008678.1,357287,16570,mitochondrion
NC_008679.1,357288,16564,mitochondrion
NC_008680.1,357290,17296,mitochondrion
NC_008681.1,263870,16604,mitochondrion
NC_008682.1,70546,16629,mitochondrion
NC_008683.1,291816,16622,mitochondrion
NC_008692.1,416167,15546,mitochondrion
NC_008693.1,416168,18919,mitochondrion
NC_008742.1,41070,14915,mitochondrion
NC_008743.1,262098,16424,mitochondrion
NC_008744.1,141458,16611,mitochondrion
NC_008745.1,173242,16652,mitochondrion
NC_008748.1,27457,15915,mitochondrion
NC_008754.1,290412,16141,mitochondrion
NC_008755.1,395991,16396,mitochondrion
NC_008756.1,395993,16247,mitochondrion
NC_008772.1,278186,16946,mitochondrion
NC_008774.1,52435,17110,mitochondrion
NC_008775.1,264485,16158,mitochondrion
NC_008776.1,8554,16846,mitochondrion
NC_008777.1,179927,18021,mitochondrion
NC_008788.1,77108,160866,photosynthetic plastid
NC_008795.1,68455,16836,mitochondrion
NC_008796.1,334596,155129,photosynthetic plastid
NC_008797.1,6494,15562,mitochondrion
NC_008815.1,37629,14790,mitochondrion
NC_008822.1,3144,152254,photosynthetic plastid
NC_008828.1,387665,24606,mitochondrion
NC_008829.1,13825,153901,photosynthetic plastid
NC_008830.1,41426,16719,mitochondrion
NC_008831.2,6832,14578,mitochondrion
NC_008832.4,401703,32661,mitochondrion
NC_008833.4,401704,37194,mitochondrion
NC_008834.4,401705,36699,mitochondrion
NC_008944.1,400682,19960,mitochondrion
NC_008945.1,60516,13608,mitochondrion
NC_008974.1,240496,15194,mitochondrion
NC_009054.1,270574,15713,mitochondrion
NC_009056.1,359030,16923,mitochondrion
NC_009057.1,371725,16626,mitochondrion
NC_009058.1,50733,16569,mitochondrion
NC_009059.1,50794,16533,mitochondrion
NC_009060.1,83878,16572,mitochondrion
NC_009061.1,1605466,16632,mitochondrion
NC_009062.1,32507,16587,mitochondrion
NC_009063.1,8148,16598,mitochondrion
NC_009064.1,192871,16703,mitochondrion
NC_009065.1,80972,16649,mitochondrion
NC_009066.1,215378,17045,mitochondrion
NC_009067.1,98377,16510,mitochondrion
NC_009082.1,172520,14411,mitochondrion
NC_009093.1,34638,24961,mitochondrion
NC_009125.2,28742,16501,mitochondrion
NC_009126.1,9654,16623,mitochondrion
NC_009134.1,13146,18193,mitochondrion
NC_009143.1,3694,157033,photosynthetic plastid
NC_009258.1,8348,18551,mitochondrion
NC_009259.1,3885,150285,photosynthetic plastid
NC_009260.1,571338,16569,mitochondrion
NC_009263.1,8019,16659,mitochondrion
NC_009264.1,109178,17822,mitochondrion
NC_009265.1,434059,154168,photosynthetic plastid
NC_009266.1,72657,154243,photosynthetic plastid
NC_009267.1,74718,154737,photosynthetic plastid
NC_009268.1,78191,153689,photosynthetic plastid
NC_009269.1,50458,154532,photosynthetic plastid
NC_009270.1,3719,154490,photosynthetic plastid
NC_009271.1,78192,155199,photosynthetic plastid
NC_009272.1,171822,153289,photosynthetic plastid
NC_009273.1,59292,154743,photosynthetic plastid
NC_009274.1,226051,152659,photosynthetic plastid
NC_009275.1,65948,155105,photosynthetic plastid
NC_009330.1,74926,16609,mitochondrion
NC_009335.1,391643,16401,mitochondrion
NC_009336.1,434249,5935,mitochondrion
NC_009384.1,164328,39314,mitochondrion
NC_009385.1,67593,42977,mitochondrion
NC_009421.1,103699,16761,mitochondrion
NC_009422.1,143526,16730,mitochondrion
NC_009423.1,448114,17962,mitochondrion
NC_009459.2,356780,16441,mitochondrion
NC_009460.1,260967,13807,mitochondrion
NC_009461.1,6212,13791,mitochondrion
NC_009462.1,6213,13750,mitochondrion
NC_009463.1,2567821,13747,mitochondrion
NC_009492.1,9646,16805,mitochondrion
NC_009493.1,5518,95676,mitochondrion
NC_009498.1,36989,16565,mitochondrion
NC_009499.1,127387,16567,mitochondrion
NC_009500.1,57123,16513,mitochondrion
NC_009501.1,93199,16590,mitochondrion
NC_009502.1,98819,16941,mitochondrion
NC_009510.1,9899,16530,mitochondrion
NC_009572.1,225757,16491,mitochondrion
NC_009575.1,278164,16698,mitochondrion
NC_009576.1,34774,16646,mitochondrion
NC_009577.1,7950,16701,mitochondrion
NC_009578.1,30724,16700,mitochondrion
NC_009579.1,365059,16897,mitochondrion
NC_009580.1,224713,16792,mitochondrion
NC_009581.1,184585,16674,mitochondrion
NC_009582.1,297798,16898,mitochondrion
NC_009583.1,224716,16979,mitochondrion
NC_009584.1,373249,16642,mitochondrion
NC_009585.1,365054,16809,mitochondrion
NC_009586.1,373250,16655,mitochondrion
NC_009587.1,196072,16651,mitochondrion
NC_009588.1,373251,16617,mitochondrion
NC_009589.1,365052,16686,mitochondrion
NC_009590.1,521025,16733,mitochondrion
NC_009591.1,402406,16736,mitochondrion
NC_009592.1,27697,16822,mitochondrion
NC_009593.1,196075,16668,mitochondrion
NC_009598.1,13006,157772,photosynthetic plastid
NC_009599.1,153571,159010,photosynthetic plastid
NC_009600.1,145286,148553,photosynthetic plastid
NC_009601.1,145284,152609,photosynthetic plastid
NC_009618.1,54799,163403,photosynthetic plastid
NC_009626.1,6689,15990,mitochondrion
NC_009628.2,9837,16659,mitochondrion
NC_009629.2,419612,16680,mitochondrion
NC_009630.1,3144,201763,mitochondrion
NC_009631.1,168854,15083,mitochondrion
NC_009638.1,36033,21684,mitochondrion
