acc,taxid,title,slen
NC_004692.1,36673,"Apteronotus albifrons mitochondrion, complete genome",15897
NC_004693.1,29144,"Chanos chanos mitochondrion, complete genome",16231
NC_004694.1,149978,"Sarcocheilichthys variegatus microoculus mitochondrion, complete genome",16665
NC_004695.1,149980,"Cobitis striata mitochondrion, complete genome",16572
NC_004696.1,149982,"Lefua echigonia mitochondrion, complete genome",16559
NC_004697.1,1604542,"Pseudobagrus tokiensis mitochondrion, complete genome",16529
NC_004698.1,149983,"Corydoras rabauti mitochondrion, complete genome",16831
NC_004699.1,42486,"Phenacogrammus interruptus mitochondrion, complete genome",16652
NC_004700.1,42552,"Chalceus macrolepidotus mitochondrion, complete genome",16850
NC_004701.1,480914,"Eigenmannia sp. CBM-ZF-10620 mitochondrion, complete genome",16571
NC_004702.1,149986,"Gonorynchus greyi mitochondrion, complete genome",16536
NC_004742.1,7924,"Amia calva mitochondrion, complete genome",16210
NC_004743.1,7904,"Acipenser transmontanus mitochondrion, complete genome",16692
NC_004744.1,7918,"Lepisosteus oculatus mitochondrion, complete genome",16330
NC_004760.1,109764,"Harpochytrium sp. JEL94 mitochondrion, complete genome",19473
NC_004766.1,13818,"Adiantum capillus-veneris chloroplast, complete genome",150568
NC_004799.1,280699,"Cyanidioschyzon merolae strain 10D chloroplast, complete genome",149987
NC_004815.1,8508,"Sphenodon punctatus mitochondrion, complete genome",15181
NC_004816.1,159971,"Lepidopsocid sp. RS-2001 mitochondrion, complete genome",16924
NC_004823.1,5802,"Eimeria tenella apicoplast, complete genome",34750
NC_004826.2,60517,"Taenia asiatica mitochondrion, complete genome",13703
NC_004918.1,27293,"Saccharomyces servazzii mitochondrion, complete genome",30782
NC_004919.1,9813,"Procavia capensis mitochondrion, complete genome",16743
NC_004920.1,185453,"Chrysochloris asiatica mitochondrion, complete genome",16652
NC_004921.1,213657,"Elephantulus sp. VB001 mitochondrion, complete genome",16677
NC_004926.1,141262,"Andrias davidianus mitochondrion, complete genome",16503
NC_004946.1,3708,"Brassica napus mitochondrial linear plasmid, complete sequence",11640
NC_004993.1,212734,"Calycanthus floridus var. glaucus chloroplast, complete genome",153337
NC_005033.1,217708,"Hemiechinus auritus mitochondrion, complete genome",17283
NC_005034.1,106106,"Urotrichus talpoides mitochondrion, complete genome",16904
NC_005035.1,62295,"Mogera wogura mitochondrion, complete genome",16814
NC_005037.1,210409,"Portunus trituberculatus mitochondrion, complete genome",16026
NC_005044.2,9925,"Capra hircus isolate V07-146 mitochondrion, complete genome",16643
NC_005055.1,110108,"Fejervarya limnocharis mitochondrion, complete genome",17717
NC_005086.1,13333,"Amborella trichopoda chloroplast, complete genome",162686
NC_005129.2,9783,"Elephas maximus mitochondrion, complete genome",16902
NC_005145.1,54904,"Hiodon alosoides mitochondrion, complete genome",16619
NC_005146.1,63415,"Pagrus auriga mitochondrion, complete genome",16628
NC_005212.1,32536,"Acinonyx jubatus mitochondrion, complete genome",17047
NC_005251.1,27687,"Erpetoichthys calabaricus mitochondrion, complete genome",16674
NC_005252.1,61971,"Huso huso mitochondrion, complete genome",16760
NC_005253.2,5480,"Candida parapsilosis mitochondrion, complete genome",32745
NC_005254.2,54341,"Etheostoma radiosum mitochondrion, complete genome",16600
NC_005255.1,55564,"Chara vulgaris mitochondrion, complete genome",67737
NC_005256.1,37727,"Talaromyces marneffei mitochondrion, complete genome",35438
NC_005257.1,154811,"Carpiodes carpio mitochondrion, complete genome",16611
NC_005268.1,27602,"Balaena mysticetus mitochondrion, complete genome",16390
NC_005269.1,27604,"Caperea marginata mitochondrion, complete genome",16383
NC_005270.1,9764,"Eschrichtius robustus mitochondrion, complete genome",16412
NC_005271.1,9767,"Balaenoptera acutorostrata mitochondrion, complete genome",16417
NC_005272.1,27615,"Kogia breviceps mitochondrion, complete genome",16406
NC_005273.1,48744,"Hyperoodon ampullatus mitochondrion, complete genome",16346
NC_005274.1,48742,"Berardius bairdii mitochondrion, complete genome",16346
NC_005275.1,48752,"Platanista minor mitochondrion, complete genome",16324
NC_005276.1,9725,"Inia geoffrensis mitochondrion, complete genome",16588
NC_005277.1,48723,"Pontoporia blainvillei mitochondrion, complete genome",16593
NC_005279.1,40151,"Monodon monoceros mitochondrion, complete genome",16383
NC_005280.1,9742,"Phocoena phocoena mitochondrion, complete genome",16382
NC_005291.1,176285,"Carios capensis mitochondrion, complete genome",14418
NC_005292.1,181088,"Haemaphysalis flava mitochondrion, complete genome",14686
NC_005293.1,65647,"Ixodes holocyclus mitochondrion, complete genome",15007
NC_005305.1,6287,"Dirofilaria immitis mitochondrion, complete genome",13814
NC_005306.1,6674,"Vargula hilgendorfii mitochondrion, complete genome",15923
NC_005313.1,217026,"Auxis rochei mitochondrion, complete genome",16501
NC_005314.1,51337,"Jaculus jaculus mitochondrion, complete genome",16546
NC_005315.1,30637,"Nannospalax ehrenbergi mitochondrion, complete genome",16408
NC_005316.1,8226,"Katsuwonus pelamis mitochondrion, complete genome",16515
NC_005317.1,8235,"Thunnus alalunga mitochondrion, complete genome",16527
NC_005318.1,13353,"Auxis thazard mitochondrion, complete genome",16506
NC_005332.1,2903,"Emiliania huxleyi mitochondrion, complete genome",29013
NC_005333.1,104688,"Bactrocera oleae mitochondrion, complete genome",15815
NC_005334.1,35052,"Ophiopholis aculeata mitochondrion, complete genome",16472
NC_005335.1,81578,"Lampsilis ornata mitochondrion, complete genome",16060
NC_005353.1,3055,"Chlamydomonas reinhardtii chloroplast, complete genome",203828
NC_005358.1,9978,"Ochotona princeps mitochondrion, complete genome",16481
NC_005433.1,169756,"Rhinolophus monoceros mitochondrion, complete genome",16851
NC_005434.1,159859,"Rhinolophus pumilus mitochondrion, complete genome",16869
NC_005435.1,62275,"Sorex unguiculatus mitochondrion, complete genome",17105
NC_005436.1,105295,"Pipistrellus abramus mitochondrion, complete genome",16976
NC_005437.1,89825,"Tricholepidion gertschi mitochondrion, complete genome",15267
NC_005438.1,221270,"Gomphiocephalus hodgsoni mitochondrion, complete genome",15075
NC_005439.1,6526,"Biomphalaria glabrata mitochondrion, complete genome",13670
NC_005450.1,214486,"Sebastes schlegelii mitochondrion, complete genome",16525
NC_005451.1,62061,"Acipenser dabryanus mitochondrion, complete genome",16438
NC_005779.1,7226,"Drosophila mauritiana mitochondrion, complete genome",14964
NC_005780.1,7238,"Drosophila sechellia mitochondrion, complete genome",14950
NC_005781.1,7240,"Drosophila simulans mitochondrion, complete genome",14972
NC_005794.2,30335,"Bufo melanostictus mitochondrion, complete genome",17374
NC_005795.1,7903,"Acipenser stellatus mitochondrion, complete genome",16537
NC_005796.1,121285,"Pterothrissus gissu mitochondrion, complete genome",16188
NC_005797.1,8296,"Ambystoma mexicanum mitochondrion, complete genome",16369
NC_005798.1,54905,"Elops hawaiensis mitochondrion, complete genome",16713
NC_005799.1,118141,"Megalops cyprinoides mitochondrion, complete genome",16412
NC_005801.1,143900,"Aldrovandia affinis mitochondrion, complete genome",16649
NC_005802.1,118157,"Ophisurus macrorhynchos mitochondrion, complete genome",17843
NC_005803.1,7928,"Elops saurus mitochondrion, complete genome",16120
NC_005804.1,7932,"Megalops atlanticus mitochondrion, complete genome",16686
NC_005805.1,118154,"Synaphobranchus kaupii mitochondrion, complete genome",16166
NC_005820.1,34594,"Ornithodoros porcinus mitochondrion, complete genome",14378
NC_005825.1,191871,"Thylamys elegans mitochondrion, complete genome",15452
NC_005826.1,33562,"Dromiciops gliroides mitochondrion, complete genome",15350
NC_005827.1,6500,"Aplysia californica mitochondrion, complete genome",14117
NC_005828.1,37696,"Caenolestes fuliginosus mitochondrion, complete genome",16629
NC_005829.1,33559,"Rhyncholestes raphanurus mitochondrion, complete genome",16727
NC_005834.1,61976,"Psephurus gladius mitochondrion, complete genome",16483
NC_005836.1,94237,"Mola mola mitochondrion, complete genome",16488
NC_005837.1,223211,"Masturus lanceolatus mitochondrion, complete genome",16481
NC_005840.1,203167,"Siphonodentalium lobatum mitochondrion, complete genome",13932
NC_005870.1,29022,"Scutigera coleoptrata mitochondrion, complete genome",14922
NC_005878.2,193079,"Saccharum hybrid cultivar SP-80-3280 chloroplast, complete genome",141182
NC_005924.1,1649374,"Heptathela hangzhouensis mitochondrion, complete genome",14215
NC_005925.1,29017,"Ornithoctonus huwena mitochondrion, complete genome",13874
NC_005926.1,160070,"Pseudendoclonium akinetum mitochondrion, complete genome",95880
NC_005927.1,153609,"Moniliophthora perniciosa mitochondrion, complete genome",109103
NC_005928.1,208518,"Xiphinema americanum mitochondrion, complete genome",12626
NC_005929.1,28833,"Cucumaria miniata mitochondrion, complete genome",17538
NC_005930.1,869195,"Ophiura lutkeni mitochondrion, complete genome",17329
NC_005931.1,2489341,"Strigops habroptilus mitochondrion, complete genome",15599
NC_005932.1,57242,"Ninox novaeseelandiae mitochondrion, complete genome",16223
NC_005933.1,8851,"Anseranas semipalmata mitochondrion, complete genome",16870
NC_005935.1,260819,"Argulus americanus mitochondrion, complete genome",15102
NC_005936.1,36137,"Pollicipes polymerus mitochondrion, complete genome",15634
NC_005938.1,1519145,"Speleonectes tulumensis mitochondrion, complete genome",18372
NC_005939.1,30099,"Aleurodicus dugesii mitochondrion, complete genome",15723
NC_005940.1,36100,"Haliotis rubra mitochondrion, complete genome",16907
NC_005941.1,34508,"Steinernema carpocapsae mitochondrion, complete genome",13925
NC_005942.1,130930,"Habronattus oregonensis mitochondrion, complete genome",14381
NC_005943.1,9544,"Macaca mulatta mitochondrion, complete genome",16564
NC_005944.1,36667,"Philaenus spumarius mitochondrion, complete genome",16324
NC_005958.1,278977,"Abronia graminea mitochondrion, complete genome",16016
NC_005959.1,52224,"Shinisaurus crocodilurus mitochondrion, complete genome",16583
NC_005960.1,8519,"Sceloporus occidentalis mitochondrion, complete genome",17072
NC_005961.1,711330,"Rena humilis mitochondrion, complete genome",16218
NC_005962.1,885424,"Smaug warreni mitochondrion, complete genome",17184
NC_005963.1,65637,"Amblyomma triguttatum mitochondrion, complete genome",14740
NC_005971.1,9915,"Bos indicus mitochondrion, complete genome",16341
NC_005972.1,1247836,"Candida zemplinina mitochondrion, complete genome",23114
NC_005984.1,4770,"Saprolegnia ferax mitochondrion, complete genome",46930
NC_006050.1,34301,"Nymphaea alba chloroplast, complete genome",159930
NC_006074.1,280588,"Onychiurus orientalis mitochondrion, complete genome",12984
NC_006075.1,50589,"Podura aquatica mitochondrion, complete genome",13809
NC_006076.1,36977,"Periplaneta fuliginosa mitochondrion, complete genome",14996
NC_006077.1,28985,"Kluyveromyces lactis mitochondrion, complete genome",40291
NC_006078.1,59655,"Ixodes uriae mitochondrion, complete genome",15053
NC_006079.1,58777,"Triops longicaudatus mitochondrion, complete genome",15111
NC_006080.1,89055,"Thermobia domestica mitochondrion, complete genome",15152
NC_006081.1,280675,"Squilla mantis mitochondrion, complete genome",15994
NC_006083.1,34758,"Paraspadella gotoi mitochondrion, complete genome",11423
NC_006131.1,267130,"Acanthogobius hasta mitochondrion, complete genome",16663
NC_006133.1,285953,"Pteronarcys princeps mitochondrion, complete genome",16004
NC_006136.1,211488,"Carassius auratus x Cyprinus carpio mitochondrion, complete genome",16580
NC_006137.1,285951,"Gracilaria tenuistipitata var. liui chloroplast, complete genome",183883
NC_006158.1,13262,"Schizaphis graminum mitochondrion, complete genome",15721
NC_006162.1,55752,"Graptacme eborea mitochondrion, complete genome",14492
NC_006279.1,7038,"Bemisia tabaci mitochondrion, complete genome",15322
NC_006280.1,88556,"Trialeurodes vaporariorum mitochondrion, complete genome",18414
NC_006281.1,6763,"Callinectes sapidus mitochondrion, complete genome",16263
NC_006282.1,261503,"Rhineura floridana mitochondrion, complete genome",16988
NC_006283.1,94420,"Diplometopon zarudnyi mitochondrion, complete genome",16730
NC_006284.1,273519,"Amphisbaena schmidti mitochondrion, complete genome",17423
NC_006285.1,261498,"Geocalamus acutus mitochondrion, complete genome",16659
NC_006286.1,273520,"Bipes tridactylus mitochondrion, complete genome",16222
NC_006287.1,52188,"Bipes biporus mitochondrion, complete genome",16412
NC_006288.1,273521,"Bipes canaliculatus mitochondrion, complete genome",16200
NC_006290.1,4054,"Panax ginseng chloroplast, complete genome",156318
NC_006291.1,217509,"Carassius carassius mitochondrion, complete genome",16580
NC_006292.1,267835,"Tetraleurodes acaciae mitochondrion, complete genome",15080
NC_006293.1,266495,"Megabalanus volcano mitochondrion, complete genome",15107
NC_006295.1,3119969,"Bubalus carabanensis mitochondrion, complete genome",16359
NC_006299.1,13616,"Monodelphis domestica mitochondrion, complete genome",17079
NC_006301.1,194526,"Gegeneophis ramaswamii mitochondrion, complete genome",15897
NC_006302.1,194415,"Ichthyophis glutinosus mitochondrion, complete genome",15986
NC_006303.1,194408,"Rhinatrema bivittatum mitochondrion, complete genome",16422
NC_006304.1,261001,"Scolecomorphus vittatus mitochondrion, complete genome",15973
NC_006305.1,262585,"Uraeotyphlus cf. oxyurus MW-212 mitochondrion, complete genome",16432
NC_006321.1,292503,"Clymenella torquata mitochondrion, complete genome",15538
NC_006325.1,291263,"Stereochilus marginatus mitochondrion, complete genome",19631
NC_006326.1,107992,"Oedipina poelzi mitochondrion, complete genome",16731
NC_006327.1,154579,"Aneides flavipunctatus mitochondrion, complete genome",20197
NC_006328.1,57550,"Ensatina eschscholtzii mitochondrion, complete genome",22816
NC_006329.1,134758,"Eurycea bislineata mitochondrion, complete genome",17184
NC_006330.1,8298,"Ambystoma laterale mitochondrion, complete genome",16367
NC_006331.1,291264,"Rhyacotriton variegatus mitochondrion, complete genome",21606
NC_006332.1,134762,"Pseudotriton ruber mitochondrion, complete genome",16661
NC_006333.1,57547,"Batrachoseps wrightorum mitochondrion, complete genome",19789
NC_006335.1,46761,"Plethodon elongatus mitochondrion, complete genome",18767
NC_006336.1,291261,"Thorius n. sp. RLM-2004 mitochondrion, complete genome",19097
NC_006337.1,52108,"Desmognathus wrighti mitochondrion, complete genome",16578
NC_006338.1,154580,"Aneides hardii mitochondrion, complete genome",22184
NC_006339.1,52100,"Desmognathus fuscus mitochondrion, complete genome",16628
NC_006340.1,159185,"Batrachoseps attenuatus mitochondrion, complete genome",17559
NC_006341.1,134760,"Gyrinophilus porphyriticus mitochondrion, complete genome",16778
NC_006342.1,291265,"Hemidactylium scutatum mitochondrion, complete genome",17421
NC_006344.1,52110,"Phaeognathus hubrichti mitochondrion, complete genome",16294
NC_006345.1,57553,"Hydromantes brunus mitochondrion, complete genome",17220
NC_006346.1,291262,"Bolitoglossa n. sp. RLM-2004 mitochondrion, complete genome",21657
NC_006353.1,6645,"Octopus vulgaris mitochondrion, complete genome",15744
NC_006354.1,6637,"Todarodes pacificus mitochondrion, complete genome",20254
NC_006355.1,126671,"Chlorurus sordidus mitochondrion, complete genome",16681
NC_006364.1,33543,"Zaglossus bruijni mitochondrion, complete genome",16367
NC_006378.1,115427,"Dermatobia hominis mitochondrion, complete genome",16360
NC_006379.1,6431,"Urechis caupo mitochondrion, complete genome",15113
NC_006380.3,30521,"Bos grunniens mitochondrion, complete genome",16323
NC_006381.1,30993,"Pangasianodon gigas mitochondrion, complete genome",16533
